
创1:1 【太初天主开始创造天地】太初，天主创造天地。
母下18:18 【押沙龙因没有儿子留名，就以自己的名字立石柱】{押沙龙}活着的时候曾说：我没有儿子为我留名，就在王谷立一石柱，照着自己的名，名那柱叫{押沙龙}柱，直到今日犹存。
母下18:19 【亚希玛斯，古示报消息给王】¶{撒督}的儿子{亚希玛斯}说：我且跑去将主向王的仇敌，为王报仇的消息报与王知。
母下18:20 {约押}对他说：你今日不必去报消息，改日你可以报消息。今日王的儿子死亡，你不必报消息。
母下18:21 {约押}对{古示}说：你去将你所看见的事告诉王。{古示}在{约押}面前下拜，便跑了。
母下18:22 {撒督}的儿子{亚希玛斯}又对{约押}说：无论怎样，求你许我随着{古示}前跑。{约押}说：我儿，你报这消息，未必得赏赐。你何必要跑去呢？
母下18:23 他又说：无论怎样，我要跑去。{约押}说：你跑去吧。{亚希玛斯}就从平原往前跑，跑过{古示}前头去了。(“跑过古示前头去了”或作“比古示跑得更快”。)
母下18:24 {大卫}正坐在月城里，瞭望的人上城门楼的顶上，举目观看，看见有一个人独自跑来。
母下18:25 瞭望的人就大声告诉王。王说：他独自来，必是报消息的。那人渐渐地近了。
母下18:26 瞭望的人又看见一人跑来，对看守城门的人说：又有一人独自跑来。王说：这也必是报信的。
母下18:27 瞭望的人说：我看前头的人跑的样子像是{撒督}的儿子{亚希玛斯}跑法。王说：他是个好人，必是要报好消息。
母下18:28 {亚希玛斯}向王呼叫说：捷了。就在王面前俯伏拜在地上说：应当赞美主王的天主，已经将叛逆我主我王的人都交在王手里了。(“捷了”或作“平安了”。)
母下18:29 王问说：少年人{押沙龙}平安不平安？{亚希玛斯}说：{约押}差遣王的那仆人和我的时候，我听见众民大喧哗，却不知道是什么事。(“大喧哗”或作“大集”。)
母下18:30 王说：你退后些，站在旁边，他就退后些，站在旁边。
母下18:31 {古示}就来到，对王说：我主我王，我有好消息报与王。主今日为王伸冤，报应一切叛逆王的人了。
母下18:32 王问{古示}说：少年人押沙龙平安不平安？{古示}回答说：惟愿我主我王的仇敌和凡叛逆要害王的人都与那少年人一般。
母下18:33 【王因押沙龙死了而哀哭】王便心里恸伤，登城门楼哀哭，一面行走，一面哀哭，说我儿{押沙龙}，我儿，我儿{押沙龙}，我恨不得替你死亡。{押沙龙}，我儿，我儿。
母下19:1 【约押劝诫王不要再为押沙龙哀哭，警惕失去民心，应当出去安慰臣仆的心】有人告诉{约押}说：王哀哭{押沙龙}。
母下19:2 当日，民听见王为他儿子哀哭，他们虽得胜，/却不以为可乐/，反倒以为可哀。
母下19:3 那日民暗暗地进城，就如败阵逃跑，自惭的民一般。
母下19:4 王蒙着脸大声哭号，说我儿{押沙龙}，{押沙龙}，我儿，我儿。
母下19:5 {约押}入内见王，对王说：你今日辱没了你的一切臣仆。他们今日救了你的性命和你儿女，妻妾的性命。
母下19:6 你却爱你的仇敌，恨你的朋友。你今日明明地使人知道你不以将帅、臣仆为念。我今日知道若{押沙龙}活着，我们都死亡，你就喜悦了。(“不以将帅、臣仆为念”原文作“没有将帅和臣仆”。)
母下19:7 现在你须出去安慰你臣仆的心。我指着主起誓，你若不出去，今夜必没有一个人与你在一处。这祸患比你从幼年到如今所遭遇的一切祸患尤甚。
母下19:8 于是，王起来，出去坐在城门口。众民听见说：王坐在城门口，就都到王面前，/跟随[押沙龙]的/[以色列]众人就都逃遁，各回各家去了。(“家”原文作“幕”。)
母下19:9 【原来跟随押沙龙的以色列人希望请大卫回来】后来[以色列]众支派的人彼此争论说：王曾救我们脱离仇敌的手，又救我们脱离[非利士]人的手，他因为{押沙龙}的缘故从国里逃走。
母下19:10 我们用膏膏{押沙龙}作我们的王，他已经阵亡。现在为什么都缄默不言，不请王回来呢？
母下19:11 【大卫差遣人吩咐祭司劝犹大人速速请王归回】{大卫}王差遣人去见祭司{撒督}和{亚比亚他}说：你们须对[犹大]诸长老说：[以色列]众人已经有话要请王回宫，你们为什么在他们后头请王回宫呢？
母下19:12 你们与我是弟兄，是我的骨肉，为什么在人后头请王归回呢？
母下19:13 也须对{亚玛撒}说：你是我的骨肉，我必立你替{约押}永远作将军，不然，愿天主重重地降祸与我。
母下19:14 于是，使[犹大]众人的心如同一人的心，就差遣人见王说：请王和王的臣仆归回。
母下19:15 王就回来到了[约但]河边。[犹大]人到了[吉甲]，要去迎接王，请王渡[约但]河。
母下19:16 【示每向大卫认罪，大卫赦免了他】住[巴户琳]的[便雅悯]人{基拉}的儿子{示每}急忙与[犹大]人一同下去迎接{大卫}王。
母下19:17 跟从{示每}的有一千[便雅悯]人，还有{扫罗}家的奴{洗巴}和他的十五个儿子、二十个奴，他们都过[约但]河迎接王。
母下19:18 有摆渡船过去，将王的家眷渡过河，任王使用。王正渡[约但]河的时候，{示每}就俯伏在王面前，
母下19:19 对王说：我主我王出[耶路撒冷]的时候，仆人得罪了王，现在求王不要将罪归与仆人，不要记念，不要放在心上。
母下19:20 仆人明知自己有罪，今日在[约瑟]族中，却首先下来迎接我主我王。
母下19:21 {西鲁雅}的儿子{亚比筛}说：{示每}既咒骂了主所立的受膏王，难道因为他今日这样，就不将他治死么？
母下19:22 {大卫}说：{西鲁雅}的儿子，你们与我有何关涉？今日你们竟要拦阻我么？我今日方知道我作[以色列]的王。今日岂可以杀[以色列]人呢？
母下19:23 于是，王对{示每}说：你必不死。王就向他起誓。
母下19:24 【米非波设向大卫解释为什么没有同去】{扫罗}的孙子{米非波设}也下去迎接王。他自从王去的日子直到王平平安安回来的日子，没有修脚，也没有修胡须，并没有洗衣服。(“孙子”原文作“儿子”。)
母下19:25 在[耶路撒冷]迎接王的时候，王问他说：{米非波设}，你为什么没有与我同去呢？
母下19:26 回答说：我主我王，仆人是瘸腿的。那日我想要备驴骑上与王同去，无奈我的奴欺哄我。
母下19:27 又在我主我王面前谗毁我，我主我王却如同天主的使者一般。惟愿王照着自己的心意行吧。
母下19:28 我祖全家的人在我主我王面前原都是该死的，王却使仆人与王同席吃饭。我现在向王还有什么理可辩？还敢在王面前诉冤么？(“祖”原文作“父”。)
母下19:29 王向他说：你何必多说呢？我已经说过，你与{洗巴}必均分地亩。
母下19:30 {米非波设}对王说：我主我王既平平安安回宫，就任{洗巴}都取了也可以。
母下19:31 【巴西莱因年迈不想跟从王，推荐儿子金罕跟随王，王就优待他】[基列]人{巴西莱}从[罗基琳]下来，要送王渡[约但]河，就与王一同渡[约但]河。
母下19:32 {巴西莱}年纪甚老，已经八十岁了。王住在[玛哈念]的时候，他曾供给王。他原是大富户。
母下19:33 王对{巴西莱}说：你与我同去。我要在[耶路撒冷]，在我那里养你的老。
母下19:34 {巴西莱}对王说：我在世上还能活多少日子？何必与王同上[耶路撒冷]？
母下19:35 仆人现在八十岁了，还能辨别好丑么？还能知道饮食的滋味么？还能听男女讴歌的声音么？仆人何必赘累我主我王呢？
母下19:36 仆人但要暂时跟从王渡[约但]河。王何必赐我这样的恩？
母下19:37 求王容我回去死在我本城，葬在我父母的坟墓里。这里有王的仆人{金罕}，他可以跟从我主我王去。王可以随王的意待他。
母下19:38 王说：{金罕}可以与我同去。我必照着你的心愿待他。你要向我求什么，我必为你成就。
母下19:39 于是，众民渡[约但]河，王也渡河。王与{巴西莱}接吻，为他祝福，{巴西莱}就回本地去了。
母下19:40 王到{吉甲}，{金罕}跟随王，[犹大]众民和[以色列]民的一半都送王。
母下19:41 【犹大人因请王归回，以色列人因此有争执】[以色列]众人来见王，对王说：我们弟兄[犹大]人为什么暗暗引导王和王的家眷，并跟从王的人渡过[约但]河呢？(“王”原文作“大卫”。)
母下19:42 [犹大]众人回答[以色列]人说：因为王与我们是同族。你们为什么因这事发怒呢？我们吃了王的什么呢？王赏赐了我们什么呢？
母下19:43 [以色列]人回答[犹大]人说：我们于王有十分关系，在{大卫}身上，我们也比你们的情分多。你们为什么藐视我们，不使我们先请我们王回来呢？[犹大]人的话却比[以色列]人的话更严厉。(“你们为什么藐视我们，不使我们先请我们王回来呢？”或作“你们引导王回来，为什么藐视我们，不先和我们说呢？”，又作“你们为什么藐视我们，请我们的王回来，岂不是我们先说的么？”。)
母下20:1 【匪徒示巴吹角带头作乱，以色列人都离开大卫】在那里，恰巧有一个匪徒名{示巴}，是[便雅悯]人{比基利}的儿子。他吹角说：我们与{大卫}无分，与{耶西}的儿子无涉。[以色列]人，你们都各回各家去吧。(“家”原文作“幕”。)
母下20:2 于是，[以色列]人都离开{大卫}，跟从{比基利}的儿子{示巴}，只有[犹大]人从[约但]直到[耶路撒冷]没有离开他们的王。
母下20:3 【大卫贬掉守宫殿的十个妃嫔】{大卫}来到[耶路撒冷]，进了宫殿，就将从前所留下看守宫殿的十个妃嫔禁闭在一个地方，养活她们，不与她们亲近。她们如同寡妇度日，被禁闭直到死日。
母下20:4 【亚玛撒担延招聚犹大人，被约押所杀】王对{亚玛撒}说：你去为我在三日之内招聚[犹大]人，随即回到这里来。
母下20:5 {亚玛撒}就去招聚[犹大]人，却耽延过了王所限的日期。
母下20:6 {大卫}对{亚比筛}说：现在恐怕{比基利}的儿子{示巴}加害于我们比{押沙龙}更甚。你须带领你主人的臣仆追赶他，免得他得了坚固城，躲避我们。
母下20:7 跟从{约押}的人和护卫军并所有的勇士，都跟着{亚比筛}从[耶路撒冷]出去，要追赶{比基利}的儿子{示巴}。(“护卫军”原文作“基利提人，比利提人”。)
母下20:8 他们到了[基遍]的大磐石那里，遇见{亚玛撒}来迎接他们。那时，{约押}穿着战衣，在衣外腰间系着佩刀的带子，刀在鞘内。{约押}前行，刀从鞘内掉下来。/[约押]捡起刀来执于左手/。
母下20:9 {约押}对{亚玛撒}说：我兄，你好。{约押}就用右手拉住{亚玛撒}的胡子，假装要与他接吻。
母下20:10 {亚玛撒}不防备{约押}手里所拿的刀，{约押}用刀刺入他的肚腹，他的肠子流在地上，没有再刺他就死了。于是，{约押}和他兄弟{亚比筛}往前去追赶{比基利}的儿子示巴。(或作“亚玛撒见约押拿刀，不以为意”。)
母下20:11 有{约押}的一个仆人站在{亚玛撒}尸身旁边，对众人说：谁喜悦{约押}，谁归顺{大卫}，就当跟从{约押}去。
母下20:12 {亚玛撒}在道上倒卧，在血里翻转。那人见凡来到的人都站住，就将{亚玛撒}的尸身从大道上挪到田间，用布遮盖。
母下20:13 【约押追逐示巴到了亚比拉】{亚玛撒}的尸身从大道上挪移之后，众人就都跟从{约押}去追赶{比基利}的儿子{示巴}。
母下20:14 他走遍[以色列]各支派，经过了[伯玛迦]的[亚比拉]，并[比利]人的全地，/那些地方的人/也都聚集跟随他。
母下20:15 {约押}和跟随的人到了[伯玛迦]的[亚比拉]，将{示巴}困在城内，在城四围筑垒，使城困在垒中。跟从{约押}的众民便打城墙，四面毁坏，要攻破城。(“使城困在垒中”或作“垒近城壕”。)
母下20:16 【一个聪明的妇人劝城里的人斩了示巴，把首级抛在城外，让约押不灭城】有一个聪明妇人从城上呼叫说：你们要听，你们要听。请{约押}过来，我有话对他说。
